experiment,device,precision,width,batch_size,parameters,flops,bytes_moved,arithmetic_intensity,latency_mean_ms,latency_median_ms,latency_min_ms,latency_p95_ms,examples_per_second,weight_bytes_per_example
batch,mps,fp32,1024,1,1048576,2097152,4202496.0,0.49902534113060426,0.4370562499999786,0.35502050000002505,0.2877910000000927,0.6635829999999121,2288.035006935718,4194304.0
batch,mps,fp32,1024,2,1048576,4194304,4210688.0,0.9961089494163424,0.34690414999999364,0.32849999999995383,0.31124999999998515,0.4022089999999867,5765.28127438094,2097152.0
batch,mps,fp32,1024,4,1048576,8388608,4227072.0,1.9844961240310077,0.640785399999988,0.6541039999999887,0.469542000000045,0.8113750000000586,6242.339479020707,1048576.0
batch,mps,fp32,1024,8,1048576,16777216,4259840.0,3.9384615384615387,0.8405769999999313,0.7594374999997378,0.5831249999999066,0.9635839999999618,9517.272064308985,524288.0
batch,mps,fp32,1024,16,1048576,33554432,4325376.0,7.757575757575758,0.24966480000006008,0.24070900000006112,0.2288340000000666,0.28179200000000293,64085.92641011528,262144.0
batch,mps,fp32,1024,32,1048576,67108864,4456448.0,15.058823529411764,0.5728353499999894,0.5202079999999665,0.4365410000000125,0.744958999999934,55862.47426943988,131072.0
